Order_ID,Order_Date,City,Region,Category,Sub_Category,Department,Customer_Type,Order_Priority,Quantity,Unit_Price,Discount_%,Gross_Sales,Revenue,Expenses,Profit,Profit_Margin_%,Expense_Ratio_%,Sales_Target,Target_Achievement_%,Return_Qty,Return_Rate_%
ORD-00316,6/20/2025,New York,Northeast,Office Supplies,Phones,Consumer,Returning,Express,2,750,0.08,1500,1380,787.19,592.81,0.4296,0.5704,812.08,2.0235,0,0
ORD-00317,12/6/2025,Los Angeles,West,Technology,Bags,Retail,Returning,Standard,1,40,0,40,40,27.25,12.75,0.3188,0.6812,46.52,0.037,0,0
ORD-00318,8/7/2025,Chicago,Midwest,Accessories,Phones,Consumer,Returning,Standard,5,150,0,750,750,573.59,176.41,0.2352,0.7648,1253.5,1.1161,0,0
ORD-00319,2/22/2024,Los Angeles,West,Technology,Bags,Retail,Returning,Standard,5,300,0,1500,1500,881.79,618.21,0.4121,0.5879,992.46,1.6667,0,0
ORD-00320,1/24/2025,Chicago,Midwest,Technology,Bags,Retail,New,Standard,4,100,0,400,400,225.8,174.2,0.4355,0.5645,616.47,0.4444,1,0.25
ORD-00321,6/17/2024,New York,Northeast,Accessories,Bags,Enterprise,New,Standard,6,80,0.08,480,441.6,189.89,251.71,0.57,0.43,464.48,0.701,0,0
ORD-00322,12/11/2025,Chicago,Midwest,Accessories,Phones,Retail,Returning,Standard,6,750,0,4500,4500,3500.81,999.19,0.222,0.778,2084.28,6.25,0,0
ORD-00323,2/24/2024,Phoenix,West,Technology,Bags,Consumer,Returning,Standard,3,150,0.05,450,427.5,245.19,182.31,0.4265,0.5735,496.47,0.475,0,0
ORD-00324,2/12/2024,New York,Northeast,Accessories,Kitchen,Consumer,Returning,Express,6,80,0.03,480,465.6,280.71,184.89,0.3971,0.6029,366.34,0.776,0,0
ORD-00325,7/25/2025,New York,Northeast,Appliances,Phones,Retail,Returning,Standard,4,300,0.05,1200,1140,616.07,523.93,0.4596,0.5404,859.67,1.2723,0,0
ORD-00326,10/2/2024,Miami,South,Office Supplies,Kitchen,Consumer,New,Standard,2,200,0,400,400,284.48,115.52,0.2888,0.7112,317.24,0.5128,0,0
ORD-00327,9/30/2025,Los Angeles,West,Appliances,Paper,Retail,Returning,Standard,5,300,0,1500,1500,768.61,731.39,0.4876,0.5124,2032.51,1.6741,0,0
ORD-00328,1/2/2025,New York,Northeast,Technology,Laptops,Retail,Returning,Standard,1,40,0.05,40,38,22.99,15.01,0.395,0.605,88.34,0.0422,1,1
ORD-00329,4/18/2024,Chicago,Midwest,Technology,Laptops,Corporate,Returning,Standard,7,150,0,1050,1050,618.3,431.7,0.4111,0.5889,1292.39,1.1111,0,0
ORD-00330,6/28/2024,New York,Northeast,Accessories,Chairs,Enterprise,New,Express,6,300,0.05,1800,1710,939.25,770.75,0.4507,0.5493,2824.08,2.7143,0,0
ORD-00331,2/21/2025,New York,Northeast,Office Supplies,Phones,Corporate,Returning,Express,2,500,0.08,1000,920,557.07,362.93,0.3945,0.6055,731.45,1.4154,0,0
ORD-00332,5/21/2024,Houston,South,Technology,Bags,Corporate,Returning,Standard,3,40,0.03,120,116.4,82.24,34.16,0.2935,0.7065,141.14,0.1232,1,0.3333
ORD-00333,11/19/2024,Los Angeles,West,Furniture,Laptops,Enterprise,New,Standard,6,80,0.08,480,441.6,303.97,137.63,0.3117,0.6883,331.49,0.4907,0,0
ORD-00334,5/3/2025,Miami,South,Accessories,Kitchen,Retail,Returning,Standard,4,200,0.08,800,736,526.14,209.86,0.2851,0.7149,584.73,1.1683,0,0
ORD-00335,8/6/2024,Houston,South,Office Supplies,Laptops,Retail,New,Express,2,80,0.15,160,136,77.47,58.53,0.4304,0.5696,105.71,0.1868,0,0
ORD-00336,2/8/2025,Chicago,Midwest,Technology,Laptops,Enterprise,New,Standard,3,200,0.03,600,582,326.76,255.24,0.4386,0.5614,606.68,0.6467,0,0
ORD-00337,5/20/2024,Houston,South,Office Supplies,Paper,Corporate,New,Standard,2,60,0.05,120,114,82.09,31.91,0.2799,0.7201,118.99,0.1672,0,0
ORD-00338,3/2/2025,New York,Northeast,Accessories,Laptops,Retail,Returning,Standard,2,40,0.1,80,72,37.87,34.13,0.474,0.526,87.19,0.12,0,0
ORD-00339,12/6/2025,Los Angeles,West,Technology,Phones,Consumer,Returning,Express,6,300,0.15,1800,1530,1112.39,417.61,0.2729,0.7271,1848.57,1.4167,0,0
ORD-00340,10/1/2025,Houston,South,Office Supplies,Chairs,Retail,Returning,Standard,8,40,0.03,320,310.4,202.49,107.91,0.3476,0.6524,326.67,0.3979,0,0
ORD-00341,2/19/2024,Miami,South,Accessories,Chairs,Enterprise,New,Standard,6,750,0,4500,4500,2231.87,2268.13,0.504,0.496,2062.79,7.5,0,0
ORD-00342,8/15/2024,New York,Northeast,Accessories,Bags,Corporate,New,Express,6,100,0.1,600,540,331.43,208.57,0.3862,0.6138,669.77,0.8036,1,0.1667
ORD-00343,7/4/2025,Chicago,Midwest,Technology,Chairs,Retail,Returning,Express,3,100,0.05,300,285,183.39,101.61,0.3565,0.6435,248.8,0.2827,0,0
ORD-00344,6/4/2024,New York,Northeast,Accessories,Paper,Retail,New,Standard,2,80,0.05,160,152,78.88,73.12,0.4811,0.5189,90.16,0.2413,0,0
ORD-00345,1/28/2024,Chicago,Midwest,Technology,Kitchen,Enterprise,Returning,Standard,2,200,0.1,400,360,227.03,132.97,0.3694,0.6306,445.09,0.4,1,0.5
ORD-00346,12/22/2024,Houston,South,Furniture,Paper,Enterprise,Returning,Standard,4,150,0.08,600,552,403,149,0.2699,0.7301,682.72,0.6133,0,0
ORD-00347,5/14/2024,New York,Northeast,Appliances,Kitchen,Retail,New,Express,5,500,0,2500,2500,1643.16,856.84,0.3427,0.6573,2722.79,2.9762,0,0
ORD-00348,12/8/2025,Houston,South,Technology,Laptops,Enterprise,Returning,Standard,7,25,0.1,175,157.5,100.15,57.35,0.3641,0.6359,165.18,0.1458,0,0
ORD-00349,2/18/2025,Phoenix,West,Furniture,Phones,Consumer,Returning,Standard,5,150,0.05,750,712.5,517.07,195.43,0.2743,0.7257,754.85,0.95,0,0
ORD-00350,9/6/2025,New York,Northeast,Appliances,Phones,Consumer,New,Standard,5,150,0.05,750,712.5,407.82,304.68,0.4276,0.5724,846.65,0.7952,0,0
ORD-00351,1/8/2024,Chicago,Midwest,Accessories,Paper,Corporate,New,Standard,1,40,0.03,40,38.8,24.86,13.94,0.3593,0.6407,90.43,0.0647,0,0
ORD-00352,6/2/2024,Chicago,Midwest,Office Supplies,Kitchen,Retail,New,Standard,4,500,0.03,2000,1940,1061.5,878.5,0.4528,0.5472,1136.25,2.8446,0,0
ORD-00353,7/18/2024,New York,Northeast,Technology,Paper,Enterprise,Returning,Standard,5,60,0.03,300,291,181.7,109.3,0.3756,0.6244,252.26,0.2887,0,0
ORD-00354,9/21/2024,Los Angeles,West,Office Supplies,Chairs,Retail,Returning,Standard,1,40,0.05,40,38,21.65,16.35,0.4303,0.5697,88.45,0.0522,0,0
ORD-00355,11/16/2024,Houston,South,Appliances,Chairs,Enterprise,Returning,Standard,5,100,0.03,500,485,324.85,160.15,0.3302,0.6698,582.81,0.5052,0,0
ORD-00356,7/18/2025,Miami,South,Appliances,Paper,Corporate,New,Standard,3,150,0.08,450,414,287.78,126.22,0.3049,0.6951,327.07,0.4621,0,0
ORD-00357,3/4/2024,New York,Northeast,Accessories,Paper,Retail,New,Standard,6,40,0.08,240,220.8,140.54,80.26,0.3635,0.6365,298.83,0.368,0,0
ORD-00358,4/21/2024,Miami,South,Appliances,Kitchen,Corporate,New,Standard,3,150,0.05,450,427.5,283.31,144.19,0.3373,0.6627,716.91,0.5089,0,0
ORD-00359,1/4/2024,Chicago,Midwest,Office Supplies,Phones,Enterprise,New,Standard,3,100,0,300,300,215.05,84.95,0.2832,0.7168,322.35,0.4615,0,0
ORD-00360,1/27/2025,Chicago,Midwest,Appliances,Chairs,Corporate,New,Standard,6,25,0,150,150,98.83,51.17,0.3411,0.6589,202.01,0.1875,0,0
ORD-00361,7/31/2024,Houston,South,Accessories,Bags,Retail,New,Standard,3,200,0.03,600,582,400.25,181.75,0.3123,0.6877,709.14,0.8661,0,0
ORD-00362,11/30/2024,Chicago,Midwest,Appliances,Chairs,Consumer,Returning,Express,5,750,0.15,3750,3187.5,1920.47,1267.03,0.3975,0.6025,1863.98,3.3203,0,0
ORD-00363,8/1/2024,Phoenix,West,Furniture,Laptops,Enterprise,New,Express,4,100,0.05,400,380,257.97,122.03,0.3211,0.6789,624.33,0.4524,0,0
ORD-00364,3/21/2024,Phoenix,West,Furniture,Bags,Retail,New,Standard,6,300,0,1800,1800,1308.49,491.51,0.2731,0.7269,1183.43,2.4,0,0
ORD-00365,12/5/2024,Houston,South,Accessories,Bags,Consumer,Returning,Standard,5,25,0,125,125,87.75,37.25,0.298,0.702,153.97,0.1736,0,0
ORD-00366,2/28/2025,Houston,South,Furniture,Laptops,Corporate,Returning,Standard,3,500,0.03,1500,1455,890.14,564.86,0.3882,0.6118,2207.23,1.94,0,0
ORD-00367,2/20/2025,Miami,South,Technology,Bags,Consumer,Returning,Standard,2,100,0,200,200,115.7,84.3,0.4215,0.5785,235.39,0.2222,0,0
ORD-00368,5/16/2024,Miami,South,Furniture,Paper,Corporate,Returning,Standard,4,60,0.15,240,204,144.48,59.52,0.2918,0.7082,393.5,0.2589,1,0.25
ORD-00369,8/5/2025,Houston,South,Technology,Laptops,Retail,Returning,Express,4,80,0.05,320,304,220.91,83.09,0.2733,0.7267,356.18,0.3016,0,0
ORD-00370,9/18/2025,Chicago,Midwest,Appliances,Chairs,Consumer,Returning,Standard,2,150,0.05,300,285,163.85,121.15,0.4251,0.5749,479.35,0.3181,0,0
ORD-00371,11/2/2025,Chicago,Midwest,Technology,Bags,Enterprise,Returning,Standard,6,80,0,480,480,341.73,138.27,0.2881,0.7119,521.2,0.4444,0,0
ORD-00372,12/2/2024,New York,Northeast,Office Supplies,Phones,Consumer,Returning,Standard,6,100,0,600,600,471.88,128.12,0.2135,0.7865,470.43,0.7692,0,0
ORD-00373,10/28/2025,Miami,South,Accessories,Kitchen,Enterprise,New,Standard,6,60,0.1,360,324,232.51,91.49,0.2824,0.7176,388.15,0.45,1,0.1667
ORD-00374,6/29/2025,Houston,South,Appliances,Laptops,Consumer,New,Standard,5,300,0.05,1500,1425,922.51,502.49,0.3526,0.6474,656.72,1.6964,0,0
ORD-00375,6/12/2024,Phoenix,West,Accessories,Phones,Retail,Returning,Standard,2,25,0,50,50,26.25,23.75,0.475,0.525,29.27,0.0794,1,0.5
ORD-00376,8/16/2024,Houston,South,Office Supplies,Phones,Retail,Returning,Standard,5,200,0.03,1000,970,555.85,414.15,0.427,0.573,716.25,1.3324,0,0
ORD-00377,7/7/2024,Houston,South,Technology,Laptops,Retail,Returning,Standard,8,25,0.08,200,184,106.56,77.44,0.4209,0.5791,200.83,0.1825,0,0
ORD-00378,5/26/2024,New York,Northeast,Accessories,Bags,Consumer,New,Standard,1,100,0.15,100,85,58.54,26.46,0.3113,0.6887,50.19,0.1349,0,0
ORD-00379,4/5/2025,Houston,South,Furniture,Laptops,Corporate,New,Standard,4,150,0.05,600,570,352.55,217.45,0.3815,0.6185,683.25,0.7234,0,0
ORD-00380,6/29/2024,Chicago,Midwest,Technology,Kitchen,Consumer,New,Standard,8,300,0.1,2400,2160,1346.13,813.87,0.3768,0.6232,1286.5,2.2857,0,0
ORD-00381,4/1/2025,New York,Northeast,Office Supplies,Laptops,Enterprise,Returning,Standard,1,150,0.15,150,127.5,75.05,52.45,0.4114,0.5886,95.3,0.187,0,0
ORD-00382,9/13/2025,Los Angeles,West,Appliances,Kitchen,Consumer,New,Standard,2,200,0.15,400,340,213.89,126.11,0.3709,0.6291,159.63,0.3795,0,0
ORD-00383,5/10/2024,Chicago,Midwest,Office Supplies,Chairs,Enterprise,New,Standard,1,150,0.03,150,145.5,104.32,41.18,0.283,0.717,115.32,0.2133,0,0
ORD-00384,12/20/2024,Miami,South,Technology,Paper,Consumer,New,Standard,7,150,0,1050,1050,814.78,235.22,0.224,0.776,824.76,0.9722,0,0
ORD-00385,5/3/2025,Los Angeles,West,Technology,Chairs,Retail,New,Standard,1,60,0,60,60,43.08,16.92,0.282,0.718,47.19,0.0635,0,0
ORD-00386,4/11/2025,Los Angeles,West,Accessories,Kitchen,Retail,New,Standard,6,80,0.03,480,465.6,294.54,171.06,0.3674,0.6326,579.14,0.739,1,0.1667
ORD-00387,7/25/2024,Chicago,Midwest,Furniture,Laptops,Corporate,Returning,Standard,6,150,0,900,900,569.19,330.81,0.3676,0.6324,1089.68,1.0714,0,0
ORD-00388,6/4/2025,Phoenix,West,Appliances,Phones,Enterprise,Returning,Standard,4,25,0.1,100,90,52.33,37.67,0.4186,0.5814,78.92,0.1071,0,0
ORD-00389,1/2/2024,New York,Northeast,Office Supplies,Bags,Corporate,New,Standard,5,150,0.1,750,675,341.67,333.33,0.4938,0.5062,497.98,1.0385,0,0
ORD-00390,10/24/2024,Phoenix,West,Furniture,Bags,Enterprise,Returning,Standard,4,500,0.03,2000,1940,1404.72,535.28,0.2759,0.7241,2068.19,2.1556,0,0
ORD-00391,4/6/2025,Phoenix,West,Technology,Chairs,Consumer,New,Express,5,200,0,1000,1000,505.63,494.37,0.4944,0.5056,2332.12,1.0582,0,0
ORD-00392,5/13/2025,Los Angeles,West,Accessories,Laptops,Consumer,New,Express,6,80,0.03,480,465.6,310.09,155.51,0.334,0.666,478.18,0.739,0,0
ORD-00393,7/28/2024,Los Angeles,West,Accessories,Phones,Consumer,Returning,Standard,7,60,0.05,420,399,213.43,185.57,0.4651,0.5349,431,0.5938,0,0
ORD-00394,9/16/2025,Miami,South,Office Supplies,Bags,Enterprise,Returning,Standard,1,80,0.03,80,77.6,39.06,38.54,0.4966,0.5034,104.78,0.1066,0,0
ORD-00395,1/14/2025,Houston,South,Technology,Laptops,Consumer,Returning,Standard,2,80,0,160,160,95.49,64.51,0.4032,0.5968,166.58,0.1778,0,0
ORD-00396,2/13/2024,Miami,South,Technology,Kitchen,Consumer,Returning,Express,7,200,0.1,1400,1260,811.93,448.07,0.3556,0.6444,1481.64,1.4,0,0
ORD-00397,11/8/2025,Chicago,Midwest,Office Supplies,Paper,Retail,Returning,Standard,5,300,0.03,1500,1455,990.42,464.58,0.3193,0.6807,1552.34,1.8654,0,0
ORD-00398,7/18/2024,Phoenix,West,Accessories,Phones,Corporate,Returning,Standard,6,60,0.05,360,342,182.27,159.73,0.467,0.533,365.3,0.5089,0,0
ORD-00399,8/4/2024,Miami,South,Furniture,Laptops,Retail,New,Standard,3,80,0,240,240,173.57,66.43,0.2768,0.7232,178.89,0.2857,0,0
ORD-00400,2/15/2024,Miami,South,Furniture,Laptops,Enterprise,New,Express,3,80,0,240,240,137.84,102.16,0.4257,0.5743,258.12,0.32,0,0
ORD-00401,8/11/2024,Miami,South,Office Supplies,Laptops,Enterprise,Returning,Standard,3,60,0.03,180,174.6,119.73,54.87,0.3143,0.6857,187.66,0.2398,1,0.3333
ORD-00402,1/26/2024,New York,Northeast,Office Supplies,Chairs,Corporate,New,Standard,3,150,0,450,450,270.73,179.27,0.3984,0.6016,358.13,0.6923,0,0
ORD-00403,7/26/2025,Los Angeles,West,Office Supplies,Laptops,Retail,Returning,Standard,6,150,0.03,900,873,475.4,397.6,0.4554,0.5446,1079.3,1.1992,0,0
ORD-00404,11/7/2024,Chicago,Midwest,Technology,Kitchen,Enterprise,New,Standard,6,60,0.03,360,349.2,236.35,112.85,0.3232,0.6768,801.57,0.3233,0,0
ORD-00405,8/10/2024,Los Angeles,West,Accessories,Kitchen,Corporate,Returning,Express,2,150,0,300,300,198.82,101.18,0.3373,0.6627,239.31,0.4464,0,0
ORD-00406,3/24/2025,Los Angeles,West,Technology,Chairs,Retail,Returning,Standard,1,100,0.08,100,92,52.96,39.04,0.4243,0.5757,111.89,0.1022,0,0
ORD-00407,4/29/2024,Miami,South,Appliances,Phones,Retail,New,Standard,5,25,0.05,125,118.75,79.73,39.02,0.3286,0.6714,93.14,0.1414,0,0
ORD-00408,2/11/2024,Phoenix,West,Accessories,Paper,Corporate,Returning,Standard,2,200,0.05,400,380,238.93,141.07,0.3712,0.6288,404.94,0.6333,0,0
ORD-00409,11/18/2024,Miami,South,Office Supplies,Phones,Enterprise,Returning,Standard,3,150,0,450,450,265.03,184.97,0.411,0.589,523.63,0.5769,0,0
ORD-00410,2/2/2025,Houston,South,Technology,Kitchen,Corporate,New,Standard,3,300,0.03,900,873,565.49,307.51,0.3522,0.6478,1065.48,0.97,0,0
ORD-00411,11/19/2025,New York,Northeast,Technology,Paper,Enterprise,Returning,Standard,8,500,0,4000,4000,2628.34,1371.66,0.3429,0.6571,1862.97,3.7037,0,0
ORD-00412,2/20/2025,New York,Northeast,Office Supplies,Laptops,Corporate,Returning,Standard,2,500,0.03,1000,970,469.04,500.96,0.5165,0.4835,1053.51,1.4923,0,0
ORD-00413,6/18/2024,Phoenix,West,Technology,Bags,Corporate,Returning,Standard,4,200,0.08,800,736,393.82,342.18,0.4649,0.5351,1395.07,0.7788,0,0
ORD-00414,4/17/2024,Chicago,Midwest,Furniture,Bags,Retail,Returning,Standard,8,750,0.05,6000,5700,2590.89,3109.11,0.5455,0.4545,3839.66,7.2335,0,0
ORD-00415,4/25/2024,New York,Northeast,Office Supplies,Kitchen,Consumer,New,Standard,4,60,0.08,240,220.8,121.09,99.71,0.4516,0.5484,261.85,0.3238,0,0
ORD-00416,11/30/2024,Los Angeles,West,Office Supplies,Paper,Retail,Returning,Standard,7,750,0.08,5250,4830,2715.99,2114.01,0.4377,0.5623,5150.62,6.1923,0,0
ORD-00417,6/5/2025,New York,Northeast,Appliances,Phones,Enterprise,New,Standard,1,40,0.08,40,36.8,18.54,18.26,0.4962,0.5038,42.87,0.0438,1,1
ORD-00418,1/14/2024,Houston,South,Technology,Laptops,Corporate,Returning,Standard,4,300,0.1,1200,1080,754.18,325.82,0.3017,0.6983,1177.42,1.2,0,0
ORD-00419,12/27/2024,New York,Northeast,Office Supplies,Phones,Corporate,New,Standard,4,60,0.08,240,220.8,150.3,70.5,0.3193,0.6807,267.7,0.2831,0,0
ORD-00420,10/1/2025,Houston,South,Accessories,Paper,Retail,New,Standard,3,25,0,75,75,61.36,13.64,0.1819,0.8181,44.91,0.1042,0,0
ORD-00421,1/29/2025,Los Angeles,West,Accessories,Laptops,Corporate,New,Standard,3,40,0,120,120,82.72,37.28,0.3107,0.6893,127.19,0.2,0,0
ORD-00422,8/31/2024,Phoenix,West,Appliances,Chairs,Retail,New,Express,7,100,0.1,700,630,488.13,141.87,0.2252,0.7748,287.9,0.7031,0,0
ORD-00423,4/14/2025,New York,Northeast,Furniture,Chairs,Enterprise,New,Standard,2,300,0,600,600,416.5,183.5,0.3058,0.6942,511.41,0.7614,0,0
ORD-00424,5/9/2025,New York,Northeast,Furniture,Kitchen,Retail,Returning,Express,7,500,0.1,3500,3150,1951.08,1198.92,0.3806,0.6194,2068.73,3.9975,0,0
ORD-00425,11/4/2024,New York,Northeast,Technology,Kitchen,Corporate,Returning,Express,1,150,0,150,150,89.56,60.44,0.4029,0.5971,162.12,0.1389,0,0
ORD-00426,3/6/2024,Houston,South,Furniture,Phones,Corporate,New,Standard,5,80,0,400,400,222.51,177.49,0.4437,0.5563,774.56,0.5333,0,0
ORD-00427,6/13/2024,Houston,South,Office Supplies,Laptops,Consumer,New,Standard,7,500,0.05,3500,3325,1995.8,1329.2,0.3998,0.6002,2604.47,4.8754,0,0
ORD-00428,1/22/2025,Los Angeles,West,Technology,Chairs,Corporate,Returning,Express,4,25,0.1,100,90,62.04,27.96,0.3107,0.6893,95.94,0.1,0,0
ORD-00429,1/2/2025,Chicago,Midwest,Furniture,Kitchen,Enterprise,Returning,Express,3,150,0,450,450,298.38,151.62,0.3369,0.6631,350.55,0.6,0,0
ORD-00430,7/1/2024,Chicago,Midwest,Office Supplies,Laptops,Retail,Returning,Standard,3,100,0,300,300,177.94,122.06,0.4069,0.5931,356.44,0.4121,0,0
ORD-00431,1/4/2025,Los Angeles,West,Furniture,Chairs,Consumer,New,Standard,4,100,0.1,400,360,228.97,131.03,0.364,0.636,446.1,0.48,0,0
ORD-00432,12/29/2024,Houston,South,Accessories,Phones,Enterprise,Returning,Express,4,300,0.1,1200,1080,774.06,305.94,0.2833,0.7167,855.78,1.5,0,0
ORD-00433,1/14/2024,New York,Northeast,Furniture,Laptops,Consumer,Returning,Standard,4,100,0.03,400,388,267.4,120.6,0.3108,0.6892,459.59,0.5173,0,0
ORD-00434,2/14/2025,Phoenix,West,Office Supplies,Paper,Consumer,Returning,Standard,2,150,0,300,300,183.04,116.96,0.3899,0.6101,353.75,0.4615,0,0
ORD-00435,7/22/2025,New York,Northeast,Technology,Laptops,Consumer,New,Express,3,60,0,180,180,94.87,85.13,0.4729,0.5271,187.56,0.1786,0,0
ORD-00436,4/3/2024,Phoenix,West,Furniture,Chairs,Enterprise,Returning,Express,4,150,0.1,600,540,315.01,224.99,0.4166,0.5834,1027.02,0.6853,0,0
ORD-00437,2/27/2025,Miami,South,Technology,Chairs,Consumer,New,Standard,4,100,0.03,400,388,204.16,183.84,0.4738,0.5262,302.88,0.4311,0,0
ORD-00438,8/31/2025,New York,Northeast,Accessories,Paper,Corporate,Returning,Express,6,500,0.05,3000,2850,1780.19,1069.81,0.3754,0.6246,2240.32,4.2411,0,0
ORD-00439,5/7/2024,Houston,South,Accessories,Chairs,Enterprise,Returning,Standard,4,100,0,400,400,264.99,135.01,0.3375,0.6625,493.99,0.6349,0,0
ORD-00440,11/22/2025,Houston,South,Technology,Phones,Consumer,Returning,Standard,4,40,0.1,160,144,105.97,38.03,0.2641,0.7359,155.37,0.1333,0,0
ORD-00441,10/25/2024,Los Angeles,West,Office Supplies,Bags,Retail,Returning,Standard,6,150,0.03,900,873,648.38,224.62,0.2573,0.7427,696.49,1.1192,0,0
ORD-00442,6/14/2024,Los Angeles,West,Technology,Paper,Consumer,Returning,Express,6,150,0.1,900,810,402.51,407.49,0.5031,0.4969,964.26,0.8571,0,0
ORD-00443,11/7/2025,New York,Northeast,Office Supplies,Phones,Corporate,Returning,Standard,6,80,0.15,480,408,245.28,162.72,0.3988,0.6012,243.04,0.5231,0,0
ORD-00444,8/22/2024,Miami,South,Furniture,Laptops,Consumer,New,Standard,6,40,0.03,240,232.8,167.61,65.19,0.28,0.72,106.89,0.2771,1,0.1667
ORD-00445,12/3/2024,Miami,South,Furniture,Bags,Corporate,New,Standard,3,25,0.08,75,69,51.19,17.81,0.2581,0.7419,73.83,0.0767,0,0
ORD-00446,2/9/2024,Miami,South,Technology,Laptops,Corporate,New,Standard,2,60,0.08,120,110.4,67.79,42.61,0.386,0.614,65.72,0.1227,0,0
ORD-00447,12/27/2025,New York,Northeast,Accessories,Laptops,Retail,Returning,Standard,7,80,0.08,560,515.2,285.76,229.44,0.4453,0.5547,701.75,0.7156,0,0
ORD-00448,1/5/2025,New York,Northeast,Office Supplies,Laptops,Retail,New,Standard,4,750,0,3000,3000,1667.09,1332.91,0.4443,0.5557,4041.7,4.6154,0,0
ORD-00449,11/6/2025,Los Angeles,West,Furniture,Bags,Retail,Returning,Standard,6,300,0.08,1800,1656,1302.72,353.28,0.2133,0.7867,3794.78,1.84,0,0
ORD-00450,5/27/2024,New York,Northeast,Office Supplies,Kitchen,Consumer,New,Standard,6,150,0.1,900,810,519.65,290.35,0.3585,0.6415,703.24,1.1877,1,0.1667
ORD-00451,10/27/2025,Miami,South,Accessories,Phones,Retail,New,Standard,6,200,0.03,1200,1164,618.93,545.07,0.4683,0.5317,679.08,1.6167,0,0
ORD-00452,4/22/2025,New York,Northeast,Office Supplies,Paper,Consumer,Returning,Standard,3,500,0.08,1500,1380,788.57,591.43,0.4286,0.5714,646.92,2.0235,0,0
ORD-00453,11/21/2025,Los Angeles,West,Technology,Phones,Corporate,Returning,Standard,4,80,0.08,320,294.4,206.31,88.09,0.2992,0.7008,356.35,0.2726,0,0
ORD-00454,7/9/2024,Chicago,Midwest,Accessories,Chairs,Consumer,Returning,Standard,2,300,0.08,600,552,342.3,209.7,0.3799,0.6201,668.73,0.8214,0,0
ORD-00455,10/13/2025,Phoenix,West,Accessories,Bags,Corporate,New,Standard,7,60,0.03,420,407.4,312.74,94.66,0.2324,0.7676,772.21,0.5658,0,0
ORD-00456,10/8/2025,Miami,South,Office Supplies,Phones,Retail,Returning,Express,5,150,0.05,750,712.5,475.95,236.55,0.332,0.668,848.63,0.9135,0,0
ORD-00457,8/12/2024,Miami,South,Accessories,Phones,Retail,Returning,Standard,2,500,0.05,1000,950,622.45,327.55,0.3448,0.6552,1038.22,1.4137,1,0.5
ORD-00458,10/28/2024,New York,Northeast,Office Supplies,Phones,Corporate,Returning,Standard,1,25,0.05,25,23.75,15.9,7.85,0.3305,0.6695,18.64,0.0304,0,0
ORD-00459,8/23/2024,Chicago,Midwest,Furniture,Phones,Consumer,New,Express,2,25,0.15,50,42.5,27.84,14.66,0.3449,0.6551,37.08,0.0506,0,0
ORD-00460,1/6/2024,Los Angeles,West,Technology,Chairs,Retail,New,Standard,3,200,0,600,600,461.47,138.53,0.2309,0.7691,635.58,0.6667,0,0
ORD-00461,1/29/2025,Los Angeles,West,Furniture,Bags,Retail,Returning,Express,7,200,0.08,1400,1288,857.67,430.33,0.3341,0.6659,1962.93,1.7173,0,0
ORD-00462,7/26/2025,Los Angeles,West,Technology,Kitchen,Corporate,Returning,Express,4,100,0.05,400,380,216.74,163.26,0.4296,0.5704,438.87,0.377,0,0
ORD-00463,3/6/2025,Houston,South,Accessories,Laptops,Corporate,Returning,Standard,2,300,0,600,600,395.83,204.17,0.3403,0.6597,709.77,1,0,0
ORD-00464,5/16/2025,Los Angeles,West,Technology,Phones,Consumer,Returning,Express,5,60,0,300,300,220.11,79.89,0.2663,0.7337,365.6,0.3175,0,0
ORD-00465,7/2/2025,Miami,South,Accessories,Laptops,Retail,Returning,Standard,6,60,0.03,360,349.2,226.09,123.11,0.3525,0.6475,378.45,0.5196,0,0
ORD-00466,4/24/2024,Chicago,Midwest,Accessories,Phones,Corporate,Returning,Express,2,100,0.08,200,184,104.09,79.91,0.4343,0.5657,216.08,0.2921,0,0
ORD-00467,12/25/2024,Los Angeles,West,Technology,Chairs,Corporate,Returning,Express,6,60,0.03,360,349.2,260.44,88.76,0.2542,0.7458,582.99,0.3233,0,0
ORD-00468,1/26/2025,Phoenix,West,Appliances,Chairs,Retail,Returning,Express,3,200,0.05,600,570,448.41,121.59,0.2133,0.7867,620.7,0.7125,0,0
ORD-00469,4/17/2024,Los Angeles,West,Office Supplies,Chairs,Enterprise,Returning,Standard,4,80,0.15,320,272,129.61,142.39,0.5235,0.4765,329.94,0.3988,0,0
ORD-00470,9/5/2024,Chicago,Midwest,Appliances,Phones,Consumer,Returning,Express,1,300,0.15,300,255,167.45,87.55,0.3433,0.6567,118.21,0.2846,0,0
ORD-00471,7/14/2025,Houston,South,Appliances,Paper,Consumer,Returning,Standard,4,150,0.03,600,582,423.36,158.64,0.2726,0.7274,627.46,0.6496,0,0
ORD-00472,11/20/2025,New York,Northeast,Technology,Chairs,Enterprise,New,Express,4,300,0.15,1200,1020,670.98,349.02,0.3422,0.6578,472.34,0.9444,0,0
ORD-00473,2/17/2024,Los Angeles,West,Office Supplies,Laptops,Retail,Returning,Standard,5,750,0.08,3750,3450,1887.34,1562.66,0.4529,0.5471,2680.62,5.3077,0,0
ORD-00474,8/26/2025,Chicago,Midwest,Furniture,Phones,Retail,New,Standard,1,300,0.05,300,285,171.62,113.38,0.3978,0.6022,344.86,0.3393,1,1
